home_team,away_team,home_result,away_result,result,date,round,city,stadium,edition
Algeria,Nigeria,1.0,1.0,draw,1993-01-01,qualification,Algiers,,1994-USA
Morocco,Zambia,1.0,0.0,Morocco,1993-01-01,qualification,Casablanca,,1994-USA
Cameroon,Zimbabwe,3.0,1.0,Cameroon,1993-01-01,qualification,Yaounde,,1994-USA
Luxembourg,Greece,1.0,3.0,Greece,1993-01-01,qualification,Luxembourg,,1994-USA
Portugal,Switzerland,1.0,0.0,Portugal,1993-01-01,qualification,Porto,,1994-USA
Italy,Scotland,3.0,1.0,Italy,1993-01-01,qualification,Roma,,1994-USA
Netherlands,England,2.0,0.0,Netherlands,1993-01-01,qualification,Rotterdam,,1994-USA
Poland,Norway,0.0,3.0,Norway,1993-01-01,qualification,Poznan,,1994-USA
Denmark,Northern Ireland,1.0,0.0,Denmark,1993-01-01,qualification,Kobenhavn,,1994-USA
Ireland,Spain,1.0,3.0,Spain,1993-01-01,qualification,Dublin,,1994-USA
Romania,Belgium,2.0,1.0,Romania,1993-01-01,qualification,Bucuresti,,1994-USA
Wales,Cyprus,2.0,0.0,Wales,1993-01-01,qualification,Cardiff,,1994-USA
Bulgaria,Austria,4.0,1.0,Bulgaria,1993-01-01,qualification,Sofija,,1994-USA
France,Israel,2.0,3.0,Israel,1993-01-01,qualification,Paris,,1994-USA
Sweden,Finland,3.0,2.0,Sweden,1993-01-01,qualification,Stockholm,,1994-USA
North Korea,Iraq,3.0,2.0,North Korea,1993-01-01,qualification,Doha,,1994-USA
Saudi Arabia,Japan,0.0,0.0,draw,1993-01-01,qualification,Doha,,1994-USA
Iran,South Korea,0.0,3.0,South Korea,1993-01-01,qualification,Doha,,1994-USA
North Korea,Saudi Arabia,1.0,2.0,Saudi Arabia,1993-01-01,qualification,Doha,,1994-USA
Japan,Iran,1.0,2.0,Iran,1993-01-01,qualification,Doha,,1994-USA
Iraq,South Korea,2.0,2.0,draw,1993-01-01,qualification,Doha,,1994-USA
North Korea,Japan,0.0,3.0,Japan,1993-01-01,qualification,Doha,,1994-USA
Iran,Iraq,1.0,2.0,Iraq,1993-01-01,qualification,Doha,,1994-USA
South Korea,Saudi Arabia,1.0,1.0,draw,1993-01-01,qualification,Doha,,1994-USA
Iraq,Saudi Arabia,1.0,1.0,draw,1993-01-01,qualification,Doha,,1994-USA
Japan,South Korea,1.0,0.0,Japan,1993-01-01,qualification,Doha,,1994-USA
Iran,North Korea,2.0,1.0,Iran,1993-01-01,qualification,Doha,,1994-USA
Turkey,Poland,2.0,1.0,Turkey,1993-01-01,qualification,Istanbul,,1994-USA
Czech Republic,Cyprus,3.0,0.0,Czech Republic,1993-01-01,qualification,Kosice,,1994-USA
Hungary,Luxembourg,1.0,0.0,Hungary,1993-01-01,qualification,Budapest,,1994-USA
Israel,Austria,1.0,1.0,draw,1993-01-01,qualification,Tel Aviv,,1994-USA
South Korea,North Korea,3.0,0.0,South Korea,1993-01-01,qualification,Doha,,1994-USA
Saudi Arabia,Iran,4.0,3.0,Saudi Arabia,1993-01-01,qualification,Doha,,1994-USA
Iraq,Japan,2.0,2.0,draw,1993-01-01,qualification,Doha,,1994-USA
Australia,Argentina,1.0,1.0,draw,1993-01-01,qualification,Sydney,,1994-USA
Portugal,Estonia,3.0,0.0,Portugal,1993-01-01,qualification,Porto,,1994-USA
Turkey,Norway,2.0,1.0,Turkey,1993-01-01,qualification,Istanbul,,1994-USA
Austria,Sweden,1.0,1.0,draw,1993-01-01,qualification,Vienna,,1994-USA
Israel,Finland,1.0,3.0,Finland,1993-01-01,qualification,Tel Aviv,,1994-USA
Italy,Portugal,1.0,0.0,Italy,1993-01-01,qualification,Milan,,1994-USA
Malta,Scotland,0.0,2.0,Scotland,1993-01-01,qualification,Valletta,,1994-USA
Switzerland,Estonia,4.0,0.0,Switzerland,1993-01-01,qualification,Zurich,,1994-USA
San Marino,England,1.0,7.0,England,1993-01-01,qualification,Bologna,,1994-USA
Poland,Netherlands,1.0,3.0,Netherlands,1993-01-01,qualification,Poznan,,1994-USA
Northern Ireland,Ireland,1.0,1.0,draw,1993-01-01,qualification,Belfast,,1994-USA
Spain,Denmark,1.0,0.0,Spain,1993-01-01,qualification,Sevilla,,1994-USA
Wales,Romania,1.0,2.0,Romania,1993-01-01,qualification,Cardiff,,1994-USA
Belgium,Czech Republic,0.0,0.0,draw,1993-01-01,qualification,Bruxelles,,1994-USA
Greece,Russia,1.0,0.0,Greece,1993-01-01,qualification,Athina,,1994-USA
France,Bulgaria,1.0,2.0,Bulgaria,1993-01-01,qualification,Paris,,1994-USA
Argentina,Australia,1.0,0.0,Argentina,1993-01-01,qualification,Buenos Aires,,1994-USA
Germany,Bolivia,1.0,0.0,Germany,1994-01-01,group_stage,Chicago,,1994-USA
Spain,South Korea,2.0,2.0,draw,1994-01-01,group_stage,Dallas,,1994-USA
Italy,Ireland,0.0,1.0,Ireland,1994-01-01,group_stage,New_York,,1994-USA
Colombia,Romania,1.0,3.0,Romania,1994-01-01,group_stage,Los Angeles,,1994-USA
United States,Switzerland,1.0,1.0,draw,1994-01-01,group_stage,Detroit,,1994-USA
Belgium,Morocco,1.0,0.0,Belgium,1994-01-01,group_stage,Orlando,,1994-USA
Norway,Mexico,1.0,0.0,Norway,1994-01-01,group_stage,Washington,,1994-USA
Cameroon,Sweden,2.0,2.0,draw,1994-01-01,group_stage,Los Angeles,,1994-USA
Netherlands,Saudi Arabia,2.0,1.0,Netherlands,1994-01-01,group_stage,Washington,,1994-USA
Brazil,Russia,2.0,0.0,Brazil,1994-01-01,group_stage,San_Francisco,,1994-USA
Argentina,Greece,4.0,0.0,Argentina,1994-01-01,group_stage,Boston,,1994-USA
Germany,Spain,1.0,1.0,draw,1994-01-01,group_stage,Chicago,,1994-USA
Nigeria,Bulgaria,3.0,0.0,Nigeria,1994-01-01,group_stage,Dallas,,1994-USA
Romania,Switzerland,1.0,4.0,Switzerland,1994-01-01,group_stage,Detroit,,1994-USA
United States,Colombia,2.0,1.0,United States,1994-01-01,group_stage,Los Angeles,,1994-USA
Italy,Norway,1.0,0.0,Italy,1994-01-01,group_stage,New_York,,1994-USA
South Korea,Bolivia,0.0,0.0,draw,1994-01-01,group_stage,Boston,,1994-USA
Mexico,Ireland,2.0,1.0,Mexico,1994-01-01,group_stage,Orlando,,1994-USA
Brazil,Cameroon,3.0,0.0,Brazil,1994-01-01,group_stage,San_Francisco,,1994-USA
Sweden,Russia,3.0,1.0,Sweden,1994-01-01,group_stage,Detroit,,1994-USA
Saudi Arabia,Morocco,2.0,1.0,Saudi Arabia,1994-01-01,group_stage,New_York,,1994-USA
Belgium,Netherlands,1.0,0.0,Belgium,1994-01-01,group_stage,Orlando,,1994-USA
Argentina,Nigeria,2.0,1.0,Argentina,1994-01-01,group_stage,Boston,,1994-USA
Bulgaria,Greece,4.0,0.0,Bulgaria,1994-01-01,group_stage,Chicago,,1994-USA
Switzerland,Colombia,0.0,2.0,Colombia,1994-01-01,group_stage,San_Francisco,,1994-USA
United States,Romania,0.0,1.0,Romania,1994-01-01,group_stage,Los Angeles,,1994-USA
Bolivia,Spain,1.0,3.0,Spain,1994-01-01,group_stage,Chicago,,1994-USA
Germany,South Korea,3.0,2.0,Germany,1994-01-01,group_stage,Dallas,,1994-USA
Italy,Mexico,1.0,1.0,draw,1994-01-01,group_stage,Washington,,1994-USA
Ireland,Norway,0.0,0.0,draw,1994-01-01,group_stage,New_York,,1994-USA
Russia,Cameroon,6.0,1.0,Russia,1994-01-01,group_stage,San_Francisco,,1994-USA
Brazil,Sweden,1.0,1.0,draw,1994-01-01,group_stage,Detroit,,1994-USA
Belgium,Saudi Arabia,0.0,1.0,Saudi Arabia,1994-01-01,group_stage,Washington,,1994-USA
Morocco,Netherlands,1.0,2.0,Netherlands,1994-01-01,group_stage,Orlando,,1994-USA
Argentina,Bulgaria,0.0,2.0,Bulgaria,1994-01-01,group_stage,Dallas,,1994-USA
Greece,Nigeria,0.0,2.0,Nigeria,1994-01-01,group_stage,Boston,,1994-USA
Germany,Belgium,3.0,2.0,Germany,1994-01-01,round_of_16,Chicago,,1994-USA
Spain,Switzerland,3.0,0.0,Spain,1994-01-01,round_of_16,Washington,,1994-USA
Saudi Arabia,Sweden,1.0,3.0,Sweden,1994-01-01,round_of_16,Dallas,,1994-USA
Romania,Argentina,3.0,2.0,Romania,1994-01-01,round_of_16,Los Angeles,,1994-USA
Netherlands,Ireland,2.0,0.0,Netherlands,1994-01-01,round_of_16,Orlando,,1994-USA
Brazil,United States,1.0,0.0,Brazil,1994-01-01,round_of_16,San_Francisco,,1994-USA
Nigeria,Italy,1.0,2.0,Italy,1994-01-01,round_of_16,Boston,,1994-USA
Mexico,Bulgaria,1.0,1.0,draw,1994-01-01,round_of_16,New_York,,1994-USA
Italy,Spain,2.0,1.0,Italy,1994-01-01,quarter_final,Boston,,1994-USA
Netherlands,Brazil,2.0,3.0,Brazil,1994-01-01,quarter_final,Dallas,,1994-USA
Bulgaria,Germany,2.0,1.0,Bulgaria,1994-01-01,quarter_final,New_York,,1994-USA
Romania,Sweden,2.0,2.0,draw,1994-01-01,quarter_final,San_Francisco,,1994-USA
Bulgaria,Italy,1.0,2.0,Italy,1994-01-01,semi_final,New_York,,1994-USA
Sweden,Brazil,0.0,1.0,Brazil,1994-01-01,semi_final,Los Angeles,,1994-USA
Sweden,Bulgaria,4.0,0.0,Sweden,1994-01-01,third_place,Los Angeles,,1994-USA
Brazil,Italy,0.0,0.0,draw,1994-01-01,final,Los Angeles,,1994-USA
Dominica,Antigua and Barbuda,3.0,3.0,draw,1996-01-01,qualification,Roseau,,1998-FRANCE
Dominican Republic,Aruba,3.0,2.0,Dominican Republic,1996-01-01,qualification,Santo Domingo,,1998-FRANCE
Guyana,Grenada,1.0,2.0,Grenada,1996-01-01,qualification,Georgetown,,1998-FRANCE
Antigua and Barbuda,Dominica,1.0,3.0,Dominica,1996-01-01,qualification,St_Johns,,1998-FRANCE
Aruba,Dominican Republic,1.0,3.0,Dominican Republic,1996-01-01,qualification,Oranjestad,,1998-FRANCE
Surinam,Jamaica,0.0,1.0,Jamaica,1996-01-01,qualification,Paramaribo,,1998-FRANCE
Grenada,Guayana,6.0,0.0,Grenada,1996-01-01,qualification,St_Georges,,1998-FRANCE
Jamaica,Surinam,1.0,0.0,Jamaica,1996-01-01,qualification,Kingston,,1998-FRANCE
Serbia,Faroe Islands,3.0,1.0,Serbia,1996-01-01,qualification,Belgrade,,1998-FRANCE
Macedonia,Liechtenstein,3.0,0.0,Macedonia,1996-01-01,qualification,Skopje,,1998-FRANCE
Argentina,Bolivia,3.0,1.0,Argentina,1996-01-01,qualification,Buenos Aires,,1998-FRANCE
Venezuela,Uruguay,0.0,2.0,Uruguay,1996-01-01,qualification,Caracas,,1998-FRANCE
Colombia,Paraguay,1.0,0.0,Colombia,1996-01-01,qualification,Barranquilla,,1998-FRANCE
Ecuador,Peru,4.0,1.0,Ecuador,1996-01-01,qualification,Guayaquil,,1998-FRANCE
Dominican Republic,Dutch Antilles,2.0,1.0,Dominican Republic,1996-01-01,qualification,Santo Domingo,,1998-FRANCE
Puerto Rico,Saint Vincent & The Grenadines,1.0,2.0,Saint Vincent & The Grenadines,1996-01-01,qualification,Bayamon,,1998-FRANCE
Saint Kitts & Nevis,Saint Lucia,5.0,1.0,Saint Kitts & Nevis,1996-01-01,qualification,Basseterre,,1998-FRANCE
Nicaragua,Guatemala,0.0,1.0,Guatemala,1996-01-01,qualification,Diriamba,,1998-FRANCE
Guatemala,Nicaragua,2.0,1.0,Guatemala,1996-01-01,qualification,Guatemala,,1998-FRANCE
Dutch Antilles,Dominican Republic,0.0,0.0,draw,1996-01-01,qualification,Willemstad,,1998-FRANCE
Saint Vincent & The Grenadines,Puerto Rico,7.0,0.0,Saint Vincent & The Grenadines,1996-01-01,qualification,Kingstown,,1998-FRANCE
Cayman Islands,Cuba,0.0,1.0,Cuba,1996-01-01,qualification,Georgetown,,1998-FRANCE
Haiti,Grenada,6.0,1.0,Haiti,1996-01-01,qualification,Port-au-Prince,,1998-FRANCE
Cuba,Cayman Islands,5.0,0.0,Cuba,1996-01-01,qualification,Georgetown,,1998-FRANCE
Dominica,Barbados,0.0,1.0,Barbados,1996-01-01,qualification,Roseau,,1998-FRANCE
Grenada,Haiti,0.0,1.0,Haiti,1996-01-01,qualification,St_Georges,,1998-FRANCE
Saint Lucia,Saint Kitts & Nevis,0.0,1.0,Saint Kitts & Nevis,1996-01-01,qualification,Castries,,1998-FRANCE
Barbados,Dominica,1.0,0.0,Barbados,1996-01-01,qualification,Bridgetown,,1998-FRANCE
Mauritania,Burkina Faso,0.0,0.0,draw,1996-01-01,qualification,Nouakchott,,1998-FRANCE
Sweden,Belarus,5.0,1.0,Sweden,1996-01-01,qualification,Stockholm,,1998-FRANCE
Iceland,Macedonia,1.0,1.0,draw,1996-01-01,qualification,Reykjavik,,1998-FRANCE
Malawi,South Africa,0.0,1.0,South Africa,1996-01-01,qualification,Blantyre,,1998-FRANCE
Namibia,Mozambique,2.0,0.0,Namibia,1996-01-01,qualification,Windhoek,,1998-FRANCE
Uganda,Angola,0.0,2.0,Angola,1996-01-01,qualification,Kampala,,1998-FRANCE
Guinea-Bissau,Guinea,3.0,2.0,Guinea-Bissau,1996-01-01,qualification,Bissau,,1998-FRANCE
Sudan,Zambia,2.0,0.0,Sudan,1996-01-01,qualification,Khartoum,,1998-FRANCE
Gambia,Liberia,2.0,1.0,Gambia,1996-01-01,qualification,Banjul,,1998-FRANCE
Norway,Azerbaijan,5.0,0.0,Norway,1996-01-01,qualification,Oslo,,1998-FRANCE
Serbia,Malta,6.0,0.0,Serbia,1996-01-01,qualification,Belgrade,,1998-FRANCE
San Marino,Wales,0.0,5.0,Wales,1996-01-01,qualification,Serravalle,,1998-FRANCE
Ecuador,Argentina,2.0,0.0,Ecuador,1996-01-01,qualification,Quito,,1998-FRANCE
Uruguay,Paraguay,0.0,2.0,Paraguay,1996-01-01,qualification,Montevideo,,1998-FRANCE
Venezuela,Chile,1.0,1.0,draw,1996-01-01,qualification,Barinas,,1998-FRANCE
Peru,Colombia,1.0,1.0,draw,1996-01-01,qualification,Lima,,1998-FRANCE
Belize,Panama,1.0,2.0,Panama,1996-01-01,qualification,Belize City,,1998-FRANCE
Kenya,Algeria,3.0,1.0,Kenya,1996-01-01,qualification,Nairobi,,1998-FRANCE
Togo,Senegal,2.0,1.0,Togo,1996-01-01,qualification,Lome,,1998-FRANCE
Madagascar,Zimbabwe,1.0,2.0,Zimbabwe,1996-01-01,qualification,Antananarivo,,1998-FRANCE
Burundi,Sierra Leone,1.0,0.0,Burundi,1996-01-01,qualification,Bujumbura,,1998-FRANCE
Swaziland,Gabon,0.0,1.0,Gabon,1996-01-01,qualification,Mbabane,,1998-FRANCE
Mauritius,Zaire,1.0,5.0,Zaire,1996-01-01,qualification,Port_Louis,,1998-FRANCE
Rwanda,Tunisia,1.0,3.0,Tunisia,1996-01-01,qualification,Kigali,,1998-FRANCE
Congo,Ivory Coast,2.0,0.0,Congo,1996-01-01,qualification,Brazzaville,,1998-FRANCE
Tanzania,Ghana,0.0,0.0,draw,1996-01-01,qualification,Dar es Salaam,,1998-FRANCE
Panama,Belize,4.0,1.0,Panama,1996-01-01,qualification,Panama,,1998-FRANCE
Cuba,Haiti,6.0,1.0,Cuba,1996-01-01,qualification,Port_of_Spain,,1998-FRANCE
Algeria,Kenya,1.0,0.0,Algeria,1996-01-01,qualification,Algiers,,1998-FRANCE
Dominican Republic,Trinidad and Tobago,1.0,4.0,Trinidad and Tobago,1996-01-01,qualification,Santo Domingo,,1998-FRANCE
South Africa,Malawi,3.0,0.0,South Africa,1996-01-01,qualification,Johannesburg,,1998-FRANCE
Senegal,Togo,1.0,1.0,draw,1996-01-01,qualification,Dakar,,1998-FRANCE
Burkina Faso,Mauritania,2.0,0.0,Burkina Faso,1996-01-01,qualification,Ouagadougou,,1998-FRANCE
Mozambique,Namibia,1.0,1.0,draw,1996-01-01,qualification,Maputo,,1998-FRANCE
Angola,Uganda,3.0,1.0,Angola,1996-01-01,qualification,Luanda,,1998-FRANCE
Guinea,Guinea-Bissau,3.0,1.0,Guinea,1996-01-01,qualification,Conakry,,1998-FRANCE
Zambia,Sudan,3.0,0.0,Zambia,1996-01-01,qualification,Lusaka,,1998-FRANCE
Zimbabwe,Madagascar,2.0,2.0,draw,1996-01-01,qualification,Harare,,1998-FRANCE
Sierra Leone,Burundi,0.0,1.0,Burundi,1996-01-01,qualification,Freetown,,1998-FRANCE
Gabon,Swaziland,2.0,0.0,Gabon,1996-01-01,qualification,Libreville,,1998-FRANCE
Zaire,Mauritius,2.0,0.0,Zaire,1996-01-01,qualification,Kinshasa,,1998-FRANCE
Tunisia,Rwanda,2.0,0.0,Tunisia,1996-01-01,qualification,Tunis,,1998-FRANCE
Ivory Coast,Congo,1.0,1.0,draw,1996-01-01,qualification,Abidjan,,1998-FRANCE
Ghana,Tanzania,2.0,1.0,Ghana,1996-01-01,qualification,Kumasi,,1998-FRANCE
Trinidad and Tobago,Dominican Republic,8.0,0.0,Trinidad and Tobago,1996-01-01,qualification,Port_of_Spain,,1998-FRANCE
Barbados,Jamaica,0.0,1.0,Jamaica,1996-01-01,qualification,Bridgetown,,1998-FRANCE
Saint Kitts & Nevis,Saint Vincent & The Grenadines,2.0,2.0,draw,1996-01-01,qualification,Basseterre,,1998-FRANCE
Liberia,Gambia,4.0,0.0,Liberia,1996-01-01,qualification,Accra,,1998-FRANCE
Greece,Slovakia,2.0,0.0,Greece,1996-01-01,qualification,Athina,,1998-FRANCE
Haiti,Cuba,1.0,1.0,draw,1996-01-01,qualification,Cap Haitien,,1998-FRANCE
Jamaica,Barbados,2.0,0.0,Jamaica,1996-01-01,qualification,Kingston,,1998-FRANCE
Saint Vincent & The Grenadines,Saint Kitts & Nevis,0.0,0.0,draw,1996-01-01,qualification,Kingstown,,1998-FRANCE
Chile,Ecuador,4.0,1.0,Chile,1996-01-01,qualification,Santiago,,1998-FRANCE
Peru,Argentina,0.0,0.0,draw,1996-01-01,qualification,Lima,,1998-FRANCE
Colombia,Uruguay,3.0,1.0,Colombia,1996-01-01,qualification,Barranquilla,,1998-FRANCE
Bolivia,Venezuela,6.0,1.0,Bolivia,1996-01-01,qualification,La_Paz,,1998-FRANCE
Canada,Panama,3.0,1.0,Canada,1996-01-01,qualification,Edmonton,,1998-FRANCE
Azerbaijan,Switzerland,1.0,0.0,Azerbaijan,1996-01-01,qualification,Baku,,1998-FRANCE
Belarus,Estonia,1.0,0.0,Belarus,1996-01-01,qualification,Minsk,,1998-FRANCE
Austria,Scotland,0.0,0.0,draw,1996-01-01,qualification,Vienna,,1998-FRANCE
Faroe Islands,Slovakia,1.0,2.0,Slovakia,1996-01-01,qualification,Toftir,,1998-FRANCE
Wales,San Marino,6.0,0.0,Wales,1996-01-01,qualification,Cardiff,,1998-FRANCE
Belgium,Turkey,2.0,1.0,Belgium,1996-01-01,qualification,Bruxelles,,1998-FRANCE
Romania,Lithuania,3.0,0.0,Romania,1996-01-01,qualification,Bucuresti,,1998-FRANCE
Liechtenstein,Ireland,0.0,5.0,Ireland,1996-01-01,qualification,Eschen,,1998-FRANCE
Northern Ireland,Ukraine,0.0,1.0,Ukraine,1996-01-01,qualification,Belfast,,1998-FRANCE
Armenia,Portugal,0.0,0.0,draw,1996-01-01,qualification,Erevan,,1998-FRANCE
Greece,Bosnia-Herzegovina,3.0,0.0,Greece,1996-01-01,qualification,Kalamata,,1998-FRANCE
Slovenia,Denmark,0.0,2.0,Denmark,1996-01-01,qualification,Ljubljana,,1998-FRANCE
Moldova,England,0.0,3.0,England,1996-01-01,qualification,Chisinau,,1998-FRANCE
Hungary,Finland,1.0,0.0,Hungary,1996-01-01,qualification,Budapest,,1998-FRANCE
Latvia,Sweden,1.0,2.0,Sweden,1996-01-01,qualification,Riga,,1998-FRANCE
Israel,Bulgaria,2.0,1.0,Israel,1996-01-01,qualification,Tel Aviv,,1998-FRANCE
Russia,Cyprus,4.0,0.0,Russia,1996-01-01,qualification,Moskva,,1998-FRANCE
Argentina,Paraguay,1.0,1.0,draw,1996-01-01,qualification,Buenos Aires,,1998-FRANCE
Colombia,Chile,4.0,1.0,Colombia,1996-01-01,qualification,Barranquilla,,1998-FRANCE
Ecuador,Venezuela,1.0,0.0,Ecuador,1996-01-01,qualification,Quito,,1998-FRANCE
Bolivia,Peru,0.0,0.0,draw,1996-01-01,qualification,La_Paz,,1998-FRANCE
Trinidad and Tobago,Costa Rica,0.0,1.0,Costa Rica,1996-01-01,qualification,Port_of_Spain,,1998-FRANCE
Faroe Islands,Spain,2.0,6.0,Spain,1996-01-01,qualification,Toftir,,1998-FRANCE
Cuba,El Salvador,0.0,5.0,El Salvador,1996-01-01,qualification,San_Salvador,,1998-FRANCE
Jamaica,Honduras,3.0,0.0,Jamaica,1996-01-01,qualification,Kingston,,1998-FRANCE
Saint Vincent & The Grenadines,Mexico,0.0,3.0,Mexico,1996-01-01,qualification,Kingstown,,1998-FRANCE
Papua New Guinea,Solomon Islands,1.0,1.0,draw,1996-01-01,qualification,Lae,,1998-FRANCE
Czech Republic,Malta,6.0,0.0,Czech Republic,1996-01-01,qualification,Teplice,,1998-FRANCE
Solomon Islands,Vanuatu,1.0,1.0,draw,1996-01-01,qualification,Lae,,1998-FRANCE
Qatar,Sri Lanka,3.0,0.0,Qatar,1996-01-01,qualification,Doha,,1998-FRANCE
Papua New Guinea,Vanuatu,2.0,1.0,Papua New Guinea,1996-01-01,qualification,Lae,,1998-FRANCE
Honduras,Mexico,2.0,1.0,Honduras,1996-01-01,qualification,San_Pedro_Sula,,1998-FRANCE
India,Philippines,2.0,0.0,India,1996-01-01,qualification,Doha,,1998-FRANCE
Slovakia,Malta,6.0,0.0,Slovakia,1996-01-01,qualification,Bratislava,,1998-FRANCE
Cuba,Panama,3.0,1.0,Cuba,1996-01-01,qualification,Panama,,1998-FRANCE
Saint Vincent & The Grenadines,Jamaica,1.0,2.0,Jamaica,1996-01-01,qualification,Kingstown,,1998-FRANCE
Qatar,Philippines,5.0,0.0,Qatar,1996-01-01,qualification,Doha,,1998-FRANCE
Sri Lanka,India,1.0,1.0,draw,1996-01-01,qualification,Doha,,1998-FRANCE
Philippines,Sri Lanka,0.0,3.0,Sri Lanka,1996-01-01,qualification,Doha,,1998-FRANCE
Qatar,India,6.0,0.0,Qatar,1996-01-01,qualification,Doha,,1998-FRANCE
Moldova,Italy,1.0,3.0,Italy,1996-01-01,qualification,Chisinau,,1998-FRANCE
Estonia,Belarus,1.0,0.0,Estonia,1996-01-01,qualification,Tallinn,,1998-FRANCE
Latvia,Scotland,0.0,2.0,Scotland,1996-01-01,qualification,Riga,,1998-FRANCE
Wales,Netherlands,1.0,3.0,Netherlands,1996-01-01,qualification,Cardiff,,1998-FRANCE
Lithuania,Iceland,2.0,0.0,Lithuania,1996-01-01,qualification,Vilnius,,1998-FRANCE
Northern Ireland,Armenia,1.0,1.0,draw,1996-01-01,qualification,Belfast,,1998-FRANCE
Ukraine,Portugal,2.0,1.0,Ukraine,1996-01-01,qualification,Kyiv,,1998-FRANCE
Finland,Switzerland,2.0,3.0,Switzerland,1996-01-01,qualification,Helsinki,,1998-FRANCE
Faroe Islands,Serbia,1.0,8.0,Serbia,1996-01-01,qualification,Toftir,,1998-FRANCE
Trinidad and Tobago,Guatemala,1.0,1.0,draw,1996-01-01,qualification,Port_of_Spain,,1998-FRANCE
Panama,El Salvador,1.0,1.0,draw,1996-01-01,qualification,Panama,,1998-FRANCE
Bosnia-Herzegovina,Croatia,1.0,4.0,Croatia,1996-01-01,qualification,Bologna,,1998-FRANCE
Luxembourg,Bulgaria,1.0,2.0,Bulgaria,1996-01-01,qualification,Luxembourg,,1998-FRANCE
Uruguay,Bolivia,1.0,0.0,Uruguay,1996-01-01,qualification,Montevideo,,1998-FRANCE
Denmark,Greece,2.0,1.0,Denmark,1996-01-01,qualification,Kobenhavn,,1998-FRANCE
England,Poland,2.0,1.0,England,1996-01-01,qualification,London,,1998-FRANCE
Italy,Georgia,1.0,0.0,Italy,1996-01-01,qualification,Perugia,,1998-FRANCE
Norway,Hungary,3.0,0.0,Norway,1996-01-01,qualification,Oslo,,1998-FRANCE
Sweden,Austria,0.0,1.0,Austria,1996-01-01,qualification,Stockholm,,1998-FRANCE
Belarus,Latvia,1.0,1.0,draw,1996-01-01,qualification,Minsk,,1998-FRANCE
Israel,Russia,1.0,1.0,draw,1996-01-01,qualification,Tel Aviv,,1998-FRANCE
Czech Republic,Spain,0.0,0.0,draw,1996-01-01,qualification,Prague,,1998-FRANCE
San Marino,Belgium,0.0,3.0,Belgium,1996-01-01,qualification,Serravalle,,1998-FRANCE
Iceland,Romania,0.0,4.0,Romania,1996-01-01,qualification,Reykjavik,,1998-FRANCE
Ireland,Macedonia,3.0,0.0,Ireland,1996-01-01,qualification,Dublin,,1998-FRANCE
Lithuania,Liechtenstein,2.0,1.0,Lithuania,1996-01-01,qualification,Vilnius,,1998-FRANCE
Albania,Portugal,0.0,3.0,Portugal,1996-01-01,qualification,Tirane,,1998-FRANCE
Armenia,Germany,1.0,5.0,Germany,1996-01-01,qualification,Erevan,,1998-FRANCE
Venezuela,Argentina,2.0,5.0,Argentina,1996-01-01,qualification,San_Cristobal,,1998-FRANCE
Ecuador,Colombia,0.0,1.0,Colombia,1996-01-01,qualification,Quito,,1998-FRANCE
Paraguay,Chile,2.0,1.0,Paraguay,1996-01-01,qualification,Asuncion,,1998-FRANCE
Canada,Cuba,2.0,0.0,Canada,1996-01-01,qualification,Edmonton,,1998-FRANCE
Cuba,Canada,0.0,2.0,Canada,1996-01-01,qualification,Edmonton,,1998-FRANCE
Saint Vincent & The Grenadines,Honduras,1.0,4.0,Honduras,1996-01-01,qualification,Kingstown,,1998-FRANCE
Mexico,Jamaica,2.0,1.0,Mexico,1996-01-01,qualification,Mexico DF,,1998-FRANCE
Slovakia,Faroe Islands,3.0,0.0,Slovakia,1996-01-01,qualification,Bratislava,,1998-FRANCE
Honduras,Jamaica,0.0,0.0,draw,1996-01-01,qualification,San_Pedro_Sula,,1998-FRANCE
Panama,Canada,0.0,0.0,draw,1996-01-01,qualification,Panama,,1998-FRANCE
Mexico,Saint Vincent & The Grenadines,5.0,1.0,Mexico,1996-01-01,qualification,Mexico DF,,1998-FRANCE
United States,Guatemala,2.0,0.0,United States,1996-01-01,qualification,Washington,,1998-FRANCE
Canada,El Salvador,1.0,0.0,Canada,1996-01-01,qualification,Vancouver,,1998-FRANCE
Mexico,Honduras,3.0,1.0,Mexico,1996-01-01,qualification,Mexico DF,,1998-FRANCE
Egypt,Namibia,7.0,1.0,Egypt,1996-01-01,qualification,Cairo,,1998-FRANCE
Georgia,England,0.0,2.0,England,1996-01-01,qualification,Tbilisi,,1998-FRANCE
Austria,Latvia,2.0,1.0,Austria,1996-01-01,qualification,Vienna,,1998-FRANCE
Netherlands,Wales,7.0,1.0,Netherlands,1996-01-01,qualification,Eindhoven,,1998-FRANCE
Liechtenstein,Macedonia,1.0,11.0,Macedonia,1996-01-01,qualification,Eschen,,1998-FRANCE
Albania,Armenia,1.0,1.0,draw,1996-01-01,qualification,Tirane,,1998-FRANCE
Germany,Northern Ireland,1.0,1.0,draw,1996-01-01,qualification,Nurnberg,,1998-FRANCE
Portugal,Ukraine,1.0,0.0,Portugal,1996-01-01,qualification,Porto,,1998-FRANCE
Nigeria,Burkina Faso,2.0,0.0,Nigeria,1996-01-01,qualification,Lagos,,1998-FRANCE
South Africa,Zaire,1.0,0.0,South Africa,1996-01-01,qualification,Johannesburg,,1998-FRANCE
