home_team,away_team,home_result,away_result,result,date,round,city,stadium,edition
Morocco,Sierra Leone,4.0,0.0,Morocco,1996-01-01,qualification,Rabat,,1998-FRANCE
Slovenia,Bosnia-Herzegovina,1.0,2.0,Bosnia-Herzegovina,1996-01-01,qualification,Ljubljana,,1998-FRANCE
Croatia,Greece,1.0,1.0,draw,1996-01-01,qualification,Zagreb,,1998-FRANCE
Poland,Moldova,2.0,1.0,Poland,1996-01-01,qualification,Katowice,,1998-FRANCE
Switzerland,Norway,0.0,1.0,Norway,1996-01-01,qualification,Bern,,1998-FRANCE
Azerbaijan,Hungary,0.0,3.0,Hungary,1996-01-01,qualification,Baku,,1998-FRANCE
Scotland,Sweden,1.0,0.0,Scotland,1996-01-01,qualification,Glasgow,,1998-FRANCE
Cyprus,Israel,2.0,0.0,Cyprus,1996-01-01,qualification,Lemesos,,1998-FRANCE
Luxembourg,Russia,0.0,4.0,Russia,1996-01-01,qualification,Luxembourg,,1998-FRANCE
Serbia,Czech Republic,1.0,0.0,Serbia,1996-01-01,qualification,Belgrade,,1998-FRANCE
Turkey,San Marino,7.0,0.0,Turkey,1996-01-01,qualification,Istanbul,,1998-FRANCE
Ireland,Iceland,0.0,0.0,draw,1996-01-01,qualification,Dublin,,1998-FRANCE
Bolivia,Colombia,2.0,2.0,draw,1996-01-01,qualification,La_Paz,,1998-FRANCE
Paraguay,Ecuador,1.0,0.0,Paraguay,1996-01-01,qualification,Asuncion,,1998-FRANCE
Peru,Venezuela,4.0,1.0,Peru,1996-01-01,qualification,Lima,,1998-FRANCE
United States,Trinidad and Tobago,2.0,0.0,United States,1996-01-01,qualification,Richmond,,1998-FRANCE
El Salvador,Panama,3.0,2.0,El Salvador,1996-01-01,qualification,San_Salvador,,1998-FRANCE
Jamaica,Saint Vincent & The Grenadines,5.0,0.0,Jamaica,1996-01-01,qualification,Kingston,,1998-FRANCE
Guinea,Kenya,3.0,1.0,Guinea,1996-01-01,qualification,Conakry,,1998-FRANCE
Liberia,Tunisia,0.0,1.0,Tunisia,1996-01-01,qualification,Accra,,1998-FRANCE
Congo,Zambia,1.0,0.0,Congo,1996-01-01,qualification,Pointe-Noire,,1998-FRANCE
Angola,Zimbabwe,2.0,1.0,Angola,1996-01-01,qualification,Luanda,,1998-FRANCE
Togo,Cameroon,2.0,4.0,Cameroon,1996-01-01,qualification,Lome,,1998-FRANCE
Gabon,Ghana,1.0,1.0,draw,1996-01-01,qualification,Libreville,,1998-FRANCE
Tonga,Cook Islands,2.0,0.0,Tonga,1996-01-01,qualification,Nukualofa,,1998-FRANCE
Chile,Uruguay,1.0,0.0,Chile,1996-01-01,qualification,Santiago,,1998-FRANCE
Spain,Slovakia,4.0,1.0,Spain,1996-01-01,qualification,Santa_Cruz,,1998-FRANCE
Western Samoa,Cook Islands,2.0,1.0,Western Samoa,1996-01-01,qualification,Nukualofa,,1998-FRANCE
Tonga,Western Samoa,1.0,0.0,Tonga,1996-01-01,qualification,Nukualofa,,1998-FRANCE
Costa Rica,Guatemala,3.0,0.0,Costa Rica,1996-01-01,qualification,San_Jose,,1998-FRANCE
Jamaica,Mexico,1.0,0.0,Jamaica,1996-01-01,qualification,Kingston,,1998-FRANCE
Honduras,Saint Vincent & The Grenadines,11.0,3.0,Honduras,1996-01-01,qualification,San_Pedro_Sula,,1998-FRANCE
Trinidad and Tobago,United States,0.0,1.0,United States,1996-01-01,qualification,Port_of_Spain,,1998-FRANCE
Guatemala,Costa Rica,1.0,0.0,Guatemala,1996-01-01,qualification,Los Angeles,,1998-FRANCE
Costa Rica,United States,2.0,1.0,Costa Rica,1996-01-01,qualification,San_Jose,,1998-FRANCE
El Salvador,Cuba,3.0,0.0,El Salvador,1996-01-01,qualification,San_Salvador,,1998-FRANCE
Guatemala,Trinidad and Tobago,2.0,1.0,Guatemala,1996-01-01,qualification,Los Angeles,,1998-FRANCE
Cyprus,Bulgaria,1.0,3.0,Bulgaria,1996-01-01,qualification,Lemesos,,1998-FRANCE
Spain,Serbia,2.0,0.0,Spain,1996-01-01,qualification,Valencia,,1998-FRANCE
Wales,Turkey,0.0,0.0,draw,1996-01-01,qualification,Cardiff,,1998-FRANCE
Belgium,Netherlands,0.0,3.0,Netherlands,1996-01-01,qualification,Bruxelles,,1998-FRANCE
Macedonia,Romania,0.0,3.0,Romania,1996-01-01,qualification,Skopje,,1998-FRANCE
Northern Ireland,Albania,2.0,0.0,Northern Ireland,1996-01-01,qualification,Belfast,,1998-FRANCE
Portugal,Germany,0.0,0.0,draw,1996-01-01,qualification,Lisboa,,1998-FRANCE
United States,Costa Rica,2.0,1.0,United States,1996-01-01,qualification,Palo Alto,,1998-FRANCE
Israel,Luxembourg,1.0,0.0,Israel,1996-01-01,qualification,Tel Aviv,,1998-FRANCE
Bolivia,Paraguay,0.0,0.0,draw,1996-01-01,qualification,La_Paz,,1998-FRANCE
Argentina,Chile,1.0,1.0,draw,1996-01-01,qualification,Buenos Aires,,1998-FRANCE
Uruguay,Peru,2.0,0.0,Uruguay,1996-01-01,qualification,Montevideo,,1998-FRANCE
Venezuela,Colombia,0.0,2.0,Colombia,1996-01-01,qualification,San_Cristobal,,1998-FRANCE
Panama,Cuba,3.0,1.0,Panama,1996-01-01,qualification,Panama,,1998-FRANCE
El Salvador,Canada,0.0,2.0,Canada,1996-01-01,qualification,San_Salvador,,1998-FRANCE
Malta,Spain,0.0,3.0,Spain,1996-01-01,qualification,TaQali,,1998-FRANCE
Costa Rica,Trinidad and Tobago,2.0,1.0,Costa Rica,1996-01-01,qualification,Cartago,,1998-FRANCE
Guatemala,United States,2.0,2.0,draw,1996-01-01,qualification,San_Salvador,,1998-FRANCE
Namibia,Liberia,0.0,0.0,draw,1997-01-01,qualification,Windhoek,,1998-FRANCE
Zambia,South Africa,0.0,0.0,draw,1997-01-01,qualification,Lusaka,,1998-FRANCE
Sierra Leone,Gabon,1.0,0.0,Sierra Leone,1997-01-01,qualification,Freetown,,1998-FRANCE
Venezuela,Paraguay,0.0,2.0,Paraguay,1997-01-01,qualification,Merida,,1998-FRANCE
Uruguay,Argentina,0.0,0.0,draw,1997-01-01,qualification,Montevideo,,1998-FRANCE
Peru,Chile,2.0,1.0,Peru,1997-01-01,qualification,Lima,,1998-FRANCE
Bolivia,Ecuador,2.0,0.0,Bolivia,1997-01-01,qualification,La_Paz,,1998-FRANCE
Kenya,Nigeria,1.0,1.0,draw,1997-01-01,qualification,Nairobi,,1998-FRANCE
Burkina Faso,Guinea,0.0,2.0,Guinea,1997-01-01,qualification,Ouagadougou,,1998-FRANCE
Tunisia,Egypt,1.0,0.0,Tunisia,1997-01-01,qualification,Tunis,,1998-FRANCE
Zaire,Congo,1.0,1.0,draw,1997-01-01,qualification,Kinshasa,,1998-FRANCE
Zimbabwe,Togo,3.0,0.0,Zimbabwe,1997-01-01,qualification,Harare,,1998-FRANCE
Cameroon,Angola,0.0,0.0,draw,1997-01-01,qualification,Yaounde,,1998-FRANCE
Ghana,Morocco,2.0,2.0,draw,1997-01-01,qualification,Kumasi,,1998-FRANCE
Estonia,Scotland,0.0,0.0,draw,1997-01-01,qualification,Monaco,,1998-FRANCE
England,Italy,0.0,1.0,Italy,1997-01-01,qualification,London,,1998-FRANCE
Spain,Malta,4.0,0.0,Spain,1997-01-01,qualification,Alicante,,1998-FRANCE
Ecuador,Uruguay,4.0,0.0,Ecuador,1997-01-01,qualification,Quito,,1998-FRANCE
Bolivia,Chile,1.0,1.0,draw,1997-01-01,qualification,La_Paz,,1998-FRANCE
Colombia,Argentina,0.0,1.0,Argentina,1997-01-01,qualification,Barranquilla,,1998-FRANCE
Paraguay,Peru,2.0,1.0,Paraguay,1997-01-01,qualification,Asuncion,,1998-FRANCE
Tonga,Solomon Islands,0.0,4.0,Solomon Islands,1997-01-01,qualification,Nukualofa,,1998-FRANCE
Hong Kong,South Korea,0.0,2.0,South Korea,1997-01-01,qualification,Hong Kong,,1998-FRANCE
Solomon Islands,Tonga,9.0,0.0,Solomon Islands,1997-01-01,qualification,Honiara,,1998-FRANCE
Mexico,Canada,4.0,0.0,Mexico,1997-01-01,qualification,Mexico DF,,1998-FRANCE
Jamaica,United States,0.0,0.0,draw,1997-01-01,qualification,Kingston,,1998-FRANCE
Thailand,South Korea,1.0,3.0,South Korea,1997-01-01,qualification,Bangkok,,1998-FRANCE
Thailand,Hong Kong,2.0,0.0,Thailand,1997-01-01,qualification,Bangkok,,1998-FRANCE
United States,Canada,3.0,0.0,United States,1997-01-01,qualification,Palo Alto,,1998-FRANCE
Costa Rica,Mexico,0.0,0.0,draw,1997-01-01,qualification,San_Jose,,1998-FRANCE
Taiwan,Saudi Arabia,0.0,2.0,Saudi Arabia,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Malaysia,Bangladesh,2.0,0.0,Malaysia,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Bangladesh,Taiwan,1.0,3.0,Taiwan,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Malaysia,Saudi Arabia,0.0,0.0,draw,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Bangladesh,Saudi Arabia,1.0,4.0,Saudi Arabia,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Malaysia,Taiwan,2.0,0.0,Malaysia,1997-01-01,qualification,Kuala Lumpur,,1998-FRANCE
Costa Rica,United States,3.0,2.0,Costa Rica,1997-01-01,qualification,San_Jose,,1998-FRANCE
Nepal,Macao,1.0,1.0,draw,1997-01-01,qualification,Muscat,,1998-FRANCE
Oman,Japan,0.0,1.0,Japan,1997-01-01,qualification,Muscat,,1998-FRANCE
Macao,Japan,0.0,10.0,Japan,1997-01-01,qualification,Muscat,,1998-FRANCE
Oman,Nepal,1.0,0.0,Oman,1997-01-01,qualification,Muscat,,1998-FRANCE
Taiwan,Malaysia,0.0,0.0,draw,1997-01-01,qualification,Jeddah,,1998-FRANCE
Saudi Arabia,Bangladesh,3.0,0.0,Saudi Arabia,1997-01-01,qualification,Jeddah,,1998-FRANCE
Nepal,Japan,0.0,6.0,Japan,1997-01-01,qualification,Muscat,,1998-FRANCE
Oman,Macao,4.0,0.0,Oman,1997-01-01,qualification,Muscat,,1998-FRANCE
Croatia,Denmark,1.0,1.0,draw,1997-01-01,qualification,Split,,1998-FRANCE
Italy,Moldova,3.0,0.0,Italy,1997-01-01,qualification,Trieste,,1998-FRANCE
Scotland,Estonia,2.0,0.0,Scotland,1997-01-01,qualification,Kilmarnock,,1998-FRANCE
Cyprus,Russia,1.0,1.0,draw,1997-01-01,qualification,Paralimni,,1998-FRANCE
Wales,Belgium,1.0,2.0,Belgium,1997-01-01,qualification,Cardiff,,1998-FRANCE
Netherlands,San Marino,4.0,0.0,Netherlands,1997-01-01,qualification,Amsterdam,,1998-FRANCE
Romania,Liechtenstein,8.0,0.0,Romania,1997-01-01,qualification,Bucuresti,,1998-FRANCE
Northern Ireland,Portugal,0.0,0.0,draw,1997-01-01,qualification,Belfast,,1998-FRANCE
Albania,Ukraine,0.0,1.0,Ukraine,1997-01-01,qualification,Granada,,1998-FRANCE
Saudi Arabia,Malaysia,3.0,0.0,Saudi Arabia,1997-01-01,qualification,Jeddah,,1998-FRANCE
Taiwan,Bangladesh,1.0,2.0,Bangladesh,1997-01-01,qualification,Jeddah,,1998-FRANCE
Hong Kong,Thailand,3.0,2.0,Hong Kong,1997-01-01,qualification,Hong Kong,,1998-FRANCE
Luxembourg,Israel,0.0,3.0,Israel,1997-01-01,qualification,Luxembourg,,1998-FRANCE
Malta,Slovakia,0.0,2.0,Slovakia,1997-01-01,qualification,TaQali,,1998-FRANCE
Bangladesh,Malaysia,0.0,1.0,Malaysia,1997-01-01,qualification,Jeddah,,1998-FRANCE
Saudi Arabia,Taiwan,6.0,0.0,Saudi Arabia,1997-01-01,qualification,Jeddah,,1998-FRANCE
Bosnia-Herzegovina,Greece,0.0,1.0,Greece,1997-01-01,qualification,Sarajevo,,1998-FRANCE
Croatia,Slovakia,3.0,3.0,draw,1997-01-01,qualification,Split,,1998-FRANCE
Poland,Italy,0.0,0.0,draw,1997-01-01,qualification,Chorzow,,1998-FRANCE
Azerbaijan,Finland,1.0,2.0,Finland,1997-01-01,qualification,Baku,,1998-FRANCE
Scotland,Austria,2.0,0.0,Scotland,1997-01-01,qualification,Glasgow,,1998-FRANCE
Bulgaria,Cyprus,4.0,1.0,Bulgaria,1997-01-01,qualification,Sofija,,1998-FRANCE
Czech Republic,Serbia,1.0,2.0,Serbia,1997-01-01,qualification,Prague,,1998-FRANCE
Turkey,Netherlands,1.0,0.0,Turkey,1997-01-01,qualification,Bursa,,1998-FRANCE
Macedonia,Ireland,3.0,2.0,Macedonia,1997-01-01,qualification,Skopje,,1998-FRANCE
Lithuania,Romania,0.0,1.0,Romania,1997-01-01,qualification,Vilnius,,1998-FRANCE
Ukraine,Northern Ireland,2.0,1.0,Ukraine,1997-01-01,qualification,Kyiv,,1998-FRANCE
Albania,Germany,2.0,3.0,Germany,1997-01-01,qualification,Granada,,1998-FRANCE
Bolivia,Argentina,2.0,1.0,Bolivia,1997-01-01,qualification,La_Paz,,1998-FRANCE
Uruguay,Venezuela,3.0,1.0,Uruguay,1997-01-01,qualification,Montevideo,,1998-FRANCE
Paraguay,Colombia,2.0,1.0,Paraguay,1997-01-01,qualification,Asuncion,,1998-FRANCE
Peru,Ecuador,1.0,1.0,draw,1997-01-01,qualification,Lima,,1998-FRANCE
Nigeria,Guinea,2.0,1.0,Nigeria,1997-01-01,qualification,Lagos,,1998-FRANCE
Sierra Leone,Ghana,1.0,1.0,draw,1997-01-01,qualification,Freetown,,1998-FRANCE
Canada,El Salvador,0.0,0.0,draw,1997-01-01,qualification,Vancouver,,1998-FRANCE
Indonesia,Cambodia,8.0,0.0,Indonesia,1997-01-01,qualification,Jakarta,,1998-FRANCE
Kenya,Burkina Faso,4.0,3.0,Kenya,1997-01-01,qualification,Nairobi,,1998-FRANCE
Liberia,Egypt,1.0,0.0,Liberia,1997-01-01,qualification,Accra,,1998-FRANCE
Namibia,Tunisia,1.0,2.0,Tunisia,1997-01-01,qualification,Windhoek,,1998-FRANCE
Congo,South Africa,2.0,0.0,Congo,1997-01-01,qualification,Pointe-Noire,,1998-FRANCE
Angola,Togo,3.0,1.0,Angola,1997-01-01,qualification,Luanda,,1998-FRANCE
Cameroon,Zimbabwe,1.0,0.0,Cameroon,1997-01-01,qualification,Yaounde,,1998-FRANCE
Gabon,Morocco,0.0,4.0,Morocco,1997-01-01,qualification,Libreville,,1998-FRANCE
Jordan,United Arab Emirates,0.0,0.0,draw,1997-01-01,qualification,Manama,,1998-FRANCE
Zaire,Zambia,2.0,2.0,draw,1997-01-01,qualification,Harare,,1998-FRANCE
Bahrain,United Arab Emirates,1.0,2.0,United Arab Emirates,1997-01-01,qualification,Manama,,1998-FRANCE
Mexico,Jamaica,6.0,0.0,Mexico,1997-01-01,qualification,Mexico DF,,1998-FRANCE
Indonesia,Yemen,0.0,0.0,draw,1997-01-01,qualification,Jakarta,,1998-FRANCE
Lebanon,Singapore,1.0,1.0,draw,1997-01-01,qualification,Beirut,,1998-FRANCE
Bahrain,Jordan,1.0,0.0,Bahrain,1997-01-01,qualification,Manama,,1998-FRANCE
Jordan,Bahrain,4.0,1.0,Jordan,1997-01-01,qualification,Sharjah,,1998-FRANCE
United States,Mexico,2.0,2.0,draw,1997-01-01,qualification,Foxboro,,1998-FRANCE
Cambodia,Yemen,0.0,1.0,Yemen,1997-01-01,qualification,Phnom Penh,,1998-FRANCE
United Arab Emirates,Bahrain,3.0,0.0,United Arab Emirates,1997-01-01,qualification,Sharjah,,1998-FRANCE
United Arab Emirates,Jordan,2.0,0.0,United Arab Emirates,1997-01-01,qualification,Sharjah,,1998-FRANCE
Singapore,Kuwait,0.0,1.0,Kuwait,1997-01-01,qualification,Singapore,,1998-FRANCE
Namibia,Egypt,2.0,3.0,Egypt,1997-01-01,qualification,Windhoek,,1998-FRANCE
Sierra Leone,Morocco,0.0,1.0,Morocco,1997-01-01,qualification,Freetown,,1998-FRANCE
Canada,Jamaica,0.0,0.0,draw,1997-01-01,qualification,Vancouver,,1998-FRANCE
Cambodia,Indonesia,1.0,1.0,draw,1997-01-01,qualification,Phnom Penh,,1998-FRANCE
Burkina Faso,Nigeria,1.0,2.0,Nigeria,1997-01-01,qualification,Ouagadougou,,1998-FRANCE
Kenya,Guinea,1.0,0.0,Kenya,1997-01-01,qualification,Nairobi,,1998-FRANCE
Tunisia,Liberia,2.0,0.0,Tunisia,1997-01-01,qualification,Tunis,,1998-FRANCE
Zambia,Congo,3.0,0.0,Zambia,1997-01-01,qualification,Lusaka,,1998-FRANCE
Zaire,South Africa,1.0,2.0,South Africa,1997-01-01,qualification,Lome,,1998-FRANCE
Zimbabwe,Angola,0.0,0.0,draw,1997-01-01,qualification,Harare,,1998-FRANCE
Cameroon,Togo,2.0,0.0,Cameroon,1997-01-01,qualification,Yaounde,,1998-FRANCE
Ghana,Gabon,3.0,0.0,Ghana,1997-01-01,qualification,Accra,,1998-FRANCE
Chile,Venezuela,6.0,0.0,Chile,1997-01-01,qualification,Santiago,,1998-FRANCE
Denmark,Slovakia,4.0,0.0,Denmark,1997-01-01,qualification,Kobenhavn,,1998-FRANCE
Greece,Croatia,0.0,1.0,Croatia,1997-01-01,qualification,Thessalonike,,1998-FRANCE
Italy,Poland,3.0,0.0,Italy,1997-01-01,qualification,Naples,,1998-FRANCE
England,Georgia,2.0,0.0,England,1997-01-01,qualification,London,,1998-FRANCE
Norway,Finland,1.0,1.0,draw,1997-01-01,qualification,Oslo,,1998-FRANCE
Switzerland,Hungary,1.0,0.0,Switzerland,1997-01-01,qualification,Zurich,,1998-FRANCE
Latvia,Belarus,2.0,0.0,Latvia,1997-01-01,qualification,Riga,,1998-FRANCE
Sweden,Scotland,2.0,1.0,Sweden,1997-01-01,qualification,Goteborg,,1998-FRANCE
Austria,Estonia,2.0,0.0,Austria,1997-01-01,qualification,Vienna,,1998-FRANCE
Israel,Cyprus,2.0,0.0,Israel,1997-01-01,qualification,Tel Aviv,,1998-FRANCE
Russia,Luxembourg,3.0,0.0,Russia,1997-01-01,qualification,Moskva,,1998-FRANCE
Malta,Faroe Islands,1.0,2.0,Faroe Islands,1997-01-01,qualification,TaQali,,1998-FRANCE
Serbia,Spain,1.0,1.0,draw,1997-01-01,qualification,Belgrade,,1998-FRANCE
Turkey,Belgium,1.0,3.0,Belgium,1997-01-01,qualification,Istanbul,,1998-FRANCE
San Marino,Netherlands,0.0,6.0,Netherlands,1997-01-01,qualification,Serravalle,,1998-FRANCE
Liechtenstein,Lithuania,0.0,2.0,Lithuania,1997-01-01,qualification,Eschen,,1998-FRANCE
Romania,Ireland,1.0,0.0,Romania,1997-01-01,qualification,Bucuresti,,1998-FRANCE
Armenia,Northern Ireland,0.0,0.0,draw,1997-01-01,qualification,Erevan,,1998-FRANCE
Germany,Ukraine,2.0,0.0,Germany,1997-01-01,qualification,Bremen,,1998-FRANCE
Argentina,Ecuador,2.0,1.0,Argentina,1997-01-01,qualification,Buenos Aires,,1998-FRANCE
Paraguay,Uruguay,3.0,1.0,Paraguay,1997-01-01,qualification,Asuncion,,1998-FRANCE
Colombia,Peru,0.0,1.0,Peru,1997-01-01,qualification,Barranquilla,,1998-FRANCE
El Salvador,Costa Rica,2.0,1.0,El Salvador,1997-01-01,qualification,San_Salvador,,1998-FRANCE
Turkmenistan,China,1.0,4.0,China,1997-01-01,qualification,Ashgabat,,1998-FRANCE
Tajikistan,Vietnam,4.0,0.0,Tajikistan,1997-01-01,qualification,Dushanbe,,1998-FRANCE
Ukraine,Armenia,1.0,1.0,draw,1997-01-01,qualification,Kyiv,,1998-FRANCE
Kuwait,Lebanon,2.0,0.0,Kuwait,1997-01-01,qualification,Kuwait,,1998-FRANCE
Yemen,Uzbekistan,0.0,1.0,Uzbekistan,1997-01-01,qualification,Sanaa,,1998-FRANCE
Costa Rica,Jamaica,3.0,1.0,Costa Rica,1997-01-01,qualification,San_Jose,,1998-FRANCE
Turkmenistan,Vietnam,2.0,1.0,Turkmenistan,1997-01-01,qualification,Ashgabat,,1998-FRANCE
Tajikistan,China,0.0,1.0,China,1997-01-01,qualification,Dushanbe,,1998-FRANCE
Kazakhstan,Pakistan,3.0,0.0,Kazakhstan,1997-01-01,qualification,Almaty,,1998-FRANCE
Yemen,Cambodia,7.0,0.0,Yemen,1997-01-01,qualification,Sanaa,,1998-FRANCE
Estonia,Latvia,1.0,3.0,Latvia,1997-01-01,qualification,Tallinn,,1998-FRANCE
Jamaica,El Salvador,1.0,0.0,Jamaica,1997-01-01,qualification,Kingston,,1998-FRANCE
Ireland,Liechtenstein,5.0,0.0,Ireland,1997-01-01,qualification,Dublin,,1998-FRANCE
Pakistan,Iraq,2.0,6.0,Iraq,1997-01-01,qualification,Lahore,,1998-FRANCE
Singapore,Lebanon,1.0,2.0,Lebanon,1997-01-01,qualification,Singapore,,1998-FRANCE
Uzbekistan,Cambodia,6.0,0.0,Uzbekistan,1997-01-01,qualification,Tashkent,,1998-FRANCE
Vietnam,China,1.0,3.0,China,1997-01-01,qualification,Ho_Chi_Minh,,1998-FRANCE
Turkmenistan,Tajikistan,1.0,2.0,Tajikistan,1997-01-01,qualification,Ashgabat,,1998-FRANCE
South Korea,Hong Kong,4.0,0.0,South Korea,1997-01-01,qualification,Daejeon,,1998-FRANCE
Poland,England,0.0,2.0,England,1997-01-01,qualification,Chorzow,,1998-FRANCE
Papua New Guinea,New Zealand,1.0,0.0,Papua New Guinea,1997-01-01,qualification,Port_Moresby,,1998-FRANCE
Canada,Costa Rica,1.0,0.0,Canada,1997-01-01,qualification,Edmonton,,1998-FRANCE
Indonesia,Uzbekistan,1.0,1.0,draw,1997-01-01,qualification,Jakarta,,1998-FRANCE
South Korea,Thailand,0.0,0.0,draw,1997-01-01,qualification,Seoul,,1998-FRANCE
China,Turkmenistan,1.0,0.0,China,1997-01-01,qualification,Beijing,,1998-FRANCE
Vietnam,Tajikistan,0.0,4.0,Tajikistan,1997-01-01,qualification,Ho_Chi_Minh,,1998-FRANCE
Syria,Kyrgyzstan,3.0,0.0,Syria,1997-01-01,qualification,Damascus,,1998-FRANCE
Maldives,Iran,0.0,17.0,Iran,1997-01-01,qualification,Damascus,,1998-FRANCE
Syria,Maldives,12.0,0.0,Syria,1997-01-01,qualification,Damascus,,1998-FRANCE
Kyrgyzstan,Iran,0.0,7.0,Iran,1997-01-01,qualification,Damascus,,1998-FRANCE
Kuwait,Singapore,4.0,0.0,Kuwait,1997-01-01,qualification,Kuwait,,1998-FRANCE
Syria,Iran,0.0,1.0,Iran,1997-01-01,qualification,Damascus,,1998-FRANCE
Kyrgyzstan,Maldives,3.0,0.0,Kyrgyzstan,1997-01-01,qualification,Damascus,,1998-FRANCE
Iraq,Kazakhstan,1.0,2.0,Kazakhstan,1997-01-01,qualification,Baghdad,,1998-FRANCE
Georgia,Moldova,2.0,0.0,Georgia,1997-01-01,qualification,Batumi,,1998-FRANCE
Belgium,San Marino,6.0,0.0,Belgium,1997-01-01,qualification,Bruxelles,,1998-FRANCE
Macedonia,Iceland,1.0,0.0,Macedonia,1997-01-01,qualification,Skopje,,1998-FRANCE
Portugal,Albania,2.0,0.0,Portugal,1997-01-01,qualification,Porto,,1998-FRANCE
Ukraine,Germany,0.0,0.0,draw,1997-01-01,qualification,Kyiv,,1998-FRANCE
Fiji,New Zealand,0.0,1.0,New Zealand,1997-01-01,qualification,Ba,,1998-FRANCE
Nigeria,Kenya,3.0,0.0,Nigeria,1997-01-01,qualification,Lagos,,1998-FRANCE
Morocco,Ghana,1.0,0.0,Morocco,1997-01-01,qualification,Casablanca,,1998-FRANCE
Denmark,Bosnia-Herzegovina,2.0,0.0,Denmark,1997-01-01,qualification,Kobenhavn,,1998-FRANCE
Finland,Azerbaijan,3.0,0.0,Finland,1997-01-01,qualification,Helsinki,,1998-FRANCE
Hungary,Norway,1.0,1.0,draw,1997-01-01,qualification,Budapest,,1998-FRANCE
Belarus,Scotland,0.0,1.0,Scotland,1997-01-01,qualification,Minsk,,1998-FRANCE
Latvia,Austria,1.0,3.0,Austria,1997-01-01,qualification,Riga,,1998-FRANCE
Estonia,Sweden,2.0,3.0,Sweden,1997-01-01,qualification,Tallinn,,1998-FRANCE
Russia,Israel,2.0,0.0,Russia,1997-01-01,qualification,Moskva,,1998-FRANCE
Bulgaria,Luxembourg,4.0,0.0,Bulgaria,1997-01-01,qualification,Burgas,,1998-FRANCE
Faroe Islands,Malta,2.0,1.0,Faroe Islands,1997-01-01,qualification,Toftir,,1998-FRANCE
Serbia,Slovakia,2.0,0.0,Serbia,1997-01-01,qualification,Belgrade,,1998-FRANCE
Spain,Czech Republic,1.0,0.0,Spain,1997-01-01,qualification,Valladolid,,1998-FRANCE
Ecuador,Chile,1.0,1.0,draw,1997-01-01,qualification,Quito,,1998-FRANCE
Argentina,Peru,2.0,0.0,Argentina,1997-01-01,qualification,Buenos Aires,,1998-FRANCE
Uruguay,Colombia,1.0,1.0,draw,1997-01-01,qualification,Montevideo,,1998-FRANCE
Venezuela,Bolivia,1.0,1.0,draw,1997-01-01,qualification,Valera,,1998-FRANCE
El Salvador,Mexico,0.0,1.0,Mexico,1997-01-01,qualification,San_Salvador,,1998-FRANCE
China,Tajikistan,0.0,0.0,draw,1997-01-01,qualification,Beijing,,1998-FRANCE
Vietnam,Turkmenistan,0.0,4.0,Turkmenistan,1997-01-01,qualification,Ho_Chi_Minh,,1998-FRANCE
Guinea,Burkina Faso,3.0,1.0,Guinea,1997-01-01,qualification,Conakry,,1998-FRANCE
Liberia,Namibia,1.0,2.0,Namibia,1997-01-01,qualification,Monrovia,,1998-FRANCE
Egypt,Tunisia,0.0,0.0,draw,1997-01-01,qualification,Cairo,,1998-FRANCE
Congo,D.R. Congo,1.0,0.0,Congo,1997-01-01,qualification,Pointe-Noire,,1998-FRANCE
South Africa,Zambia,3.0,0.0,South Africa,1997-01-01,qualification,Johannesburg,,1998-FRANCE
Angola,Cameroon,1.0,1.0,draw,1997-01-01,qualification,Luanda,,1998-FRANCE
Togo,Zimbabwe,2.0,1.0,Togo,1997-01-01,qualification,Lome,,1998-FRANCE
Iran,Kyrgyzstan,3.0,1.0,Iran,1997-01-01,qualification,Tehran,,1998-FRANCE
Maldives,Syria,0.0,12.0,Syria,1997-01-01,qualification,Tehran,,1998-FRANCE
Iceland,Lithuania,0.0,0.0,draw,1997-01-01,qualification,Reykjavik,,1998-FRANCE
Iran,Maldives,9.0,0.0,Iran,1997-01-01,qualification,Tehran,,1998-FRANCE
Kyrgyzstan,Syria,2.0,1.0,Kyrgyzstan,1997-01-01,qualification,Tehran,,1998-FRANCE
Pakistan,Kazakhstan,0.0,7.0,Kazakhstan,1997-01-01,qualification,Lahore,,1998-FRANCE
Australia,Solomon Islands,13.0,0.0,Australia,1997-01-01,qualification,Sydney,,1998-FRANCE
New Zealand,Papua New Guinea,7.0,0.0,New Zealand,1997-01-01,qualification,Auckland,,1998-FRANCE
Iran,Syria,2.0,2.0,draw,1997-01-01,qualification,Tehran,,1998-FRANCE
Maldives,Kyrgyzstan,0.0,6.0,Kyrgyzstan,1997-01-01,qualification,Tehran,,1998-FRANCE
Yemen,Indonesia,1.0,1.0,draw,1997-01-01,qualification,Sanaa,,1998-FRANCE
Australia,Tahiti,5.0,0.0,Australia,1997-01-01,qualification,Sydney,,1998-FRANCE
Poland,Georgia,4.0,1.0,Poland,1997-01-01,qualification,Katowice,,1998-FRANCE
Solomon Islands,Tahiti,4.0,1.0,Solomon Islands,1997-01-01,qualification,Sydney,,1998-FRANCE
